
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:17:56
==============================================================================================================
SN:290_003.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 290.0277 ZT: 289.5990(2018) CT: 290.0154 CL:    15
NCHAN:4096   Live:    15.0   True:    17.7   Delta: 0.4225   Rate:755934   Gain: 0.50021   Zero: -0.17000
  17      PB         212            1.3090E+07    6.7610E+06    1.2060E+10       1.00        u      

   300.08      3.8700E+08            0.03     1.00     0.00
  18      PB         214            9.7450E-01    1.4250E-07    3.7680E+01      29.10        u      

  1237.65      1.3400E+13            0.00    29.10     0.00
  19      BI         212            2.3930E+04    2.2590E+01    2.0910E+06       1.00        u      

   300.08      2.1170E+11            0.00     1.00     0.00
  20      BI         214            6.3560E-01    3.9740E-10    1.8250E+01      29.10        u      

  1237.65      3.1350E+15            0.00    29.10     0.00
  21      RA         226            1.9600E+06    1.9600E+06    2.3790E+15      29.10        u      

  1237.65      1.9600E+06            1.00    29.10     0.00
  22      TH         228            1.8580E+07    1.2670E+07    2.6970E+13      16.20        u      

    84.77      2.7230E+07            1.00    16.20     0.00
  23      PA         231            1.5110E+08    3.6390E+07    3.7580E+18       2.00        u      

   300.08      1.1650E+09            0.54     1.00     0.00
   302.47      6.2750E+08            1.00     2.00     0.00
  24      PA         233            4.6540E+07    4.6040E+07    2.6110E+12       1.00        u      

   300.08      1.0890E+08            0.43     1.00     0.00
  25      U         237            6.3540E+06    6.0840E+06    8.9100E+10       3.30        u      

    97.15      6.3540E+06            1.00     3.30     0.00
  26      NP         239            4.5830E+04    4.0470E+04    2.2420E+08      14.40        u      

   228.69      3.3720E+06            0.01    14.40     0.00


Page:3                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:17:59
==============================================================================================================
SN:290_003.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 290.0277 ZT: 289.5990(2018) CT: 290.0154 CL:    15
NCHAN:4096   Live:    15.0   True:    17.7   Delta: 0.4225   Rate:755934   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  4  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-17 00:42:02.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: unisampo  Peaks: 158  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-17 00:42:04.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak  Start Centroid     End  Energy  NetArea  Error   Qfit Gammas/Min  FWHM  Integral Identified
  1   104.0    116.9   124.0   58.31    13800    1.6  10.90   4.112e+6  0.75  4.495e+4     No
  2   146.0    150.1   158.0   74.89     2417    8.4   3.09   3.826e+5  0.77  3.501e+4     No
  3   167.0    176.0   187.0   87.87    14210    1.6  10.32   1.502e+6  0.79  5.052e+4     No
  4   179.0    194.6   205.0   97.16     7679    2.9   1.52   7.536e+5  0.81  4.723e+4     No
  5   225.0    239.2   247.0  119.49     2814    8.5   3.45   2.386e+5  0.84  5.376e+4     No
  6   248.0    261.6   277.0  130.71    65277    0.5  19.82   5.469e+6  0.86  1.189e+5     No
  7   272.0    284.9   296.0  142.36     1473   16.2   0.76   1.239e+5  0.88  5.547e+4     No
  8   299.0    311.2   328.0  155.51    20015    1.4   4.71   1.689e+6  0.90  7.264e+4     No
  9   343.0    357.4   362.0  178.60     2811    9.4   8.62   2.541e+5  0.93  5.660e+4     No
 10   358.0    364.5   380.0  182.17   141129    0.3  58.79   1.298e+7  0.93  1.944e+5     No
 11   368.0    380.4   400.0  190.12     4440    5.3   2.50   4.242e+5  0.94  5.295e+4     No
 12   368.0    386.1   400.0  192.95     4497    5.2   2.50   4.354e+5  0.95  5.190e+4     No
 13   400.0    413.2   428.0  206.53    16530    1.5   2.45   1.700e+6  0.97  6.028e+4     No
 14   420.0    434.0   446.0  216.93     8079    2.8   1.33   8.677e+5  0.98  4.920e+4     No
 15   449.0    457.6   476.0  228.72     1499   13.9   1.06   1.687e+5  1.00  3.955e+4    Yes
 16   485.0    498.1   521.0  248.97     3620    5.7   2.25   4.393e+5  1.02  3.880e+4     No
 17   485.0    503.3   521.0  251.59     2894    6.9   2.25   3.544e+5  1.03  3.781e+4     No
 18   485.0    508.8   521.0  254.33     5565    3.8   2.25   6.882e+5  1.03  4.019e+4     No
 19   510.0    522.8   528.0  261.32     4323    5.1  10.13   5.476e+5  1.04  3.892e+4     No
 20   524.0    531.2   551.0  265.57    71916    0.5  13.04   9.241e+6  1.04  1.070e+5     No
 21   524.0    536.2   551.0  268.05     3825    5.4  13.04   4.955e+5  1.05  3.852e+4     No
 22   538.0    551.8   572.0  275.87     1614   12.0   2.70   2.146e+5  1.06  3.529e+4     No
 23   538.0    557.8   572.0  278.84    19714    1.2   2.70   2.645e+6  1.06  5.322e+4     No
 24   565.0    580.3   588.0  290.10    10678    2.1   8.45   1.484e+6  1.07  4.457e+4     No
 25   589.0    600.2   611.0  300.08    36515    0.8   6.34   5.229e+6  1.09  6.989e+4    Yes
 26   589.0    605.0   611.0  302.45    12717    1.9   6.34   1.834e+6  1.09  4.597e+4    Yes
 27   607.0    614.7   629.0  307.31     1593   12.5   7.06   2.330e+5  1.10  3.392e+4     No
 28   644.0    659.3   678.0  329.62     2673    6.9   3.91   4.159e+5  1.12  3.190e+4    Yes
 29   664.0    678.1   691.0  339.04     2656    6.8   2.72   4.238e+5  1.13  2.925e+4     No
 30   683.0    693.0   708.0  346.46     8524    2.2   2.14   1.387e+6  1.14  3.209e+4     No
 31   722.0    728.6   759.0  364.28     2416    6.9   2.94   4.109e+5  1.17  2.186e+4    Yes
 32   722.0    736.0   759.0  367.97      915   16.4   2.94   1.569e+5  1.17  1.990e+4    Yes
 33   722.0    744.1   759.0  372.02     2389    6.3   2.94   4.138e+5  1.17  2.086e+4     No
 34   748.0    759.5   774.0  379.75     1292   11.2   2.24   2.279e+5  1.18  1.860e+4     No
 35   771.0    784.5   795.0  392.25      477   28.4   3.41   8.671e+4  1.20  1.612e+4    Yes
 36   791.0    795.8   808.0  397.90     1576    9.6   3.47   2.901e+5  1.20  1.614e+4     No
 37   797.0    809.8   820.0  404.89     2330    5.9   2.65   4.359e+5  1.21  1.646e+4     No
 38   811.0    823.0   838.0  411.52     1838    7.2   4.92   3.492e+5  1.22  1.545e+4    Yes
 39   824.0    838.7   845.0  419.37      957   13.9   5.31   1.851e+5  1.23  1.380e+4     No
 40   850.0    865.2   883.0  432.62     6102    2.3   2.09   1.215e+6  1.24  1.819e+4    Yes
 41   873.0    888.3   898.0  444.19     3120    4.2   3.03   6.368e+5  1.26  1.479e+4     No
 42   896.0    902.7   919.0  451.39      927   13.7   1.79   1.920e+5  1.27  1.217e+4     No
 43   896.0    906.5   919.0  453.27     1535    8.0   1.79   3.192e+5  1.27  1.277e+4     No
 44   916.0    929.2   949.0  464.63   135789    0.3  39.79   2.891e+7  1.28  1.474e+5     No
 45   935.0    954.5   989.0  477.30    62819    0.4  23.22   1.372e+7  1.30  6.282e+4    Yes
 46   935.0    959.5   989.0  479.78     5241    2.5  23.22   1.150e+6  1.30  5.241e+3     No
 47   935.0    967.3   989.0  483.70     1547    7.5  23.22   3.421e+5  1.30  1.547e+3     No
 48   935.0    974.2   989.0  487.12      557   20.1  23.22   1.239e+5  1.31  5.570e+2    Yes
 49   975.0    992.1  1005.0  496.08     1384    8.3   4.17   3.133e+5  1.32  1.157e+4     No
 50   975.0    996.7  1005.0  498.41      513   22.6   4.17   1.166e+5  1.32  1.078e+4     No
 51  1001.0   1022.0  1046.0  511.03   483638    0.2  99.17   1.126e+8  2.69  5.060e+5     No
 52  1001.0   1031.4  1046.0  515.74    10496    1.5  99.17   2.464e+6  1.34  2.152e+4     No
 53  1001.0   1036.4  1046.0  518.24    12462    1.4  99.17   2.939e+6  1.34  2.344e+4     No
 54  1042.0   1047.8  1060.0  523.94     4484    3.0   2.40   1.069e+6  1.35  1.341e+4     No
 55  1055.0   1070.0  1078.0  535.05      374   27.0   3.58   9.084e+4  1.36  8.102e+3     No
 56  1070.0   1081.2  1092.0  540.64    14333    1.1  16.29   3.518e+6  1.37  2.199e+4     No
 57  1085.0   1092.6  1114.0  546.38      625   16.2   1.31   1.549e+5  1.37  7.856e+3     No
 58  1085.0   1114.0  1114.0  557.07      663   18.2   1.31   1.673e+5  1.38  7.331e+3     No
 59  1114.0   1120.3  1129.0  560.22      324   31.2   7.12   8.230e+4  1.39  7.216e+3     No
 60  1122.0   1134.4  1142.0  567.26    22854    0.8  12.39   5.868e+6  1.39  3.061e+4     No
 61  1139.0   1144.6  1188.0  572.38     8101    1.7   2.38   2.098e+6  1.40  8.101e+3     No
 62  1139.0   1154.2  1188.0  577.17     4081    2.8   2.38   1.065e+6  1.40  4.081e+3     No
 63  1139.0   1162.1  1188.0  581.15      418   21.0   2.38   1.099e+5  1.41  4.180e+2     No
 64  1139.0   1169.7  1188.0  584.93      660   13.3   2.38   1.744e+5  1.41  6.600e+2     No
 65  1175.0   1192.1  1204.0  596.11     1761    5.3   2.23   4.736e+5  1.43  7.535e+3     No
 66  1196.0   1213.6  1233.0  606.90    14840    1.0  27.88   4.060e+6  1.44  2.085e+4     No
 67  1196.0   1223.8  1233.0  611.98     2477    4.2  27.88   6.829e+5  1.44  8.368e+3     No
 68  1225.0   1236.1  1263.0  618.16     5772    2.0   7.08   1.607e+6  1.45  1.137e+4     No
 69  1225.0   1243.4  1263.0  621.82     2430    3.9   7.08   6.802e+5  1.45  7.891e+3    Yes
 70  1246.0   1265.7  1286.0  632.93     3905    2.6   1.53   1.111e+6  1.46  8.905e+3     No
 71  1278.0   1289.5  1307.0  644.88     2512    3.7   3.72   7.276e+5  1.48  7.180e+3     No
 72  1296.0   1307.7  1316.0  653.94      877    9.5   1.47   2.573e+5  1.49  5.359e+3     No
 73  1313.0   1326.4  1345.0  663.29    11191    1.2   3.08   3.328e+6  1.50  1.568e+4     No
 74  1313.0   1331.7  1345.0  665.98     2337    3.9   3.08   6.976e+5  1.50  6.841e+3     No
 75  1337.0   1356.4  1367.0  678.30      890    8.9   2.66   2.702e+5  1.51  5.177e+3     No
 76  1359.0   1368.7  1394.0  684.48      591   13.3   2.88   1.810e+5  1.52  4.735e+3     No
 77  1359.0   1378.9  1394.0  689.59     4880    2.1   2.88   1.504e+6  1.52  8.958e+3     No
 78  1381.0   1395.4  1415.0  697.84     1016    7.6   6.54   3.163e+5  1.53  4.997e+3     No
 79  1406.0   1423.2  1440.0  711.76      367   18.9   1.75   1.162e+5  1.55  4.116e+3     No
 80  1548.0   1568.5  1595.0  784.44    14459    1.0   9.04   5.011e+6  1.62  1.761e+4     No
 81  1613.0   1632.5  1654.0  816.42      658    9.8   2.37   2.365e+5  1.65  3.558e+3     No
 82  1613.0   1639.1  1654.0  819.74      706    9.3   2.37   2.546e+5  1.65  3.583e+3     No
 83  1641.0   1657.3  1676.0  828.83     3446    2.5   1.80   1.256e+6  1.66  6.199e+3    Yes
 84  1665.0   1669.3  1712.0  834.84      312   21.8   1.23   1.145e+5  1.67  2.943e+3     No
 85  1665.0   1682.9  1712.0  841.65      449   13.8   1.23   1.660e+5  1.68  3.031e+3     No
 86  1665.0   1692.3  1712.0  846.32     1488    4.6   1.23   5.528e+5  1.68  4.037e+3     No
 87  1698.0   1717.4  1741.0  858.92     1199    5.5   2.84   4.516e+5  1.69  3.732e+3     No
 88  1698.0   1724.4  1741.0  862.42      500   12.1   2.84   1.891e+5  1.70  3.074e+3     No
 89  1726.0   1742.9  1762.0  871.63     1507    4.6   3.45   5.749e+5  1.70  4.072e+3     No
 90  1745.0   1763.1  1784.0  881.74      862    7.3   2.03   3.324e+5  1.71  3.272e+3     No
 91  1745.0   1775.5  1784.0  887.94      316   19.0   2.03   1.225e+5  1.72  2.569e+3     No
 92  1778.0   1798.8  1810.0  899.61     4353    2.1   3.64   1.710e+6  1.73  6.662e+3     No
 93  1804.0   1812.3  1832.0  906.39     1188    5.8   2.55   4.700e+5  1.74  3.375e+3     No
 94  1863.0   1887.1  1900.0  943.79      561   10.2   2.60   2.307e+5  1.77  2.614e+3     No
 95  1888.0   1901.9  1923.0  951.17     1009    6.1   3.12   4.178e+5  1.78  2.995e+3     No
 96  1935.0   1944.8  1967.0  972.67      786    7.9   2.87   3.324e+5  1.80  2.863e+3     No
 97  1947.0   1967.9  1995.0  984.19      573    9.7   1.51   2.450e+5  1.81  2.618e+3     No
 98  1947.0   1980.3  1995.0  990.41     2044    3.4   1.51   8.796e+5  1.82  4.074e+3     No
 99  1998.0   2018.7  2058.0 1009.61      209   23.9   1.12   9.171e+4  1.84  2.115e+3     No
100  1998.0   2032.4  2058.0 1016.47      466   11.2   1.12   2.056e+5  1.84  2.345e+3     No
101  1998.0   2044.7  2058.0 1022.60      359   14.8   1.12   1.591e+5  1.85  2.213e+3     No
102  2046.0   2063.6  2087.0 1032.09     6633    1.5   2.36   2.969e+6  1.86  8.443e+3     No
103  2046.0   2074.4  2087.0 1037.46      285   18.4   2.36   1.283e+5  1.86  2.110e+3     No
104  2075.0   2093.1  2116.0 1046.85     2876    2.6   2.10   1.305e+6  1.87  4.689e+3     No
105  2101.0   2123.3  2143.0 1061.92      277   17.3   1.08   1.275e+5  1.89  1.941e+3     No
106  2161.0   2161.6  2199.0 1081.11      258   23.1   2.11   1.207e+5  1.90  1.936e+3     No
107  2161.0   2183.8  2199.0 1092.20      774    7.1   2.11   3.657e+5  1.92  2.438e+3     No
108  2187.0   2199.6  2225.0 1100.12      391   13.1   1.35   1.857e+5  1.92  1.988e+3     No
109  2297.0   2309.0  2331.0 1154.81      325   15.7   1.31   1.621e+5  1.97  1.981e+3     No
110  2338.0   2345.4  2365.0 1173.03      436   12.7   3.92   2.205e+5  1.99  1.966e+3    Yes
111  2348.0   2367.4  2376.0 1184.04     1065    5.7   1.97   5.423e+5  2.00  2.588e+3     No
112  2369.0   2392.3  2439.0 1196.48      490   10.4   2.74   2.513e+5  2.01  4.900e+2     No
113  2369.0   2399.8  2439.0 1200.26      956    5.7   2.74   4.921e+5  2.02  9.560e+2     No
114  2369.0   2415.4  2439.0 1208.06      336   14.4   2.74   1.739e+5  2.02  3.360e+2     No
115  2369.0   2425.7  2439.0 1213.22      692    7.8   2.74   3.589e+5  2.03  6.920e+2     No
116  2429.0   2442.6  2466.0 1221.66     2164    3.1   1.65   1.129e+6  2.03  3.653e+3     No
117  2446.0   2467.5  2483.0 1234.12      401   12.5   2.00   2.112e+5  2.05  1.865e+3     No
118  2446.0   2475.0  2483.0 1237.85      254   20.7   2.00   1.341e+5  2.05  1.704e+3     No
119  2492.0   2516.6  2538.0 1258.66      396   12.4   1.69   2.116e+5  2.07  1.995e+3     No
120  2532.0   2555.5  2568.0 1278.13      294   16.6   1.56   1.591e+5  2.09  1.785e+3     No
121  2568.0   2575.2  2601.0 1287.99      456   12.5   1.83   2.482e+5  2.09  1.911e+3     No
122  2598.0   2619.5  2641.0 1310.15      141   30.7   1.35   7.796e+4  2.11  1.529e+3     No
123  2668.0   2685.5  2710.0 1343.18      244   17.8   1.38   1.376e+5  2.14  1.524e+3     No
124  2699.0   2724.5  2750.0 1362.67      380   11.5   1.04   2.172e+5  2.16  1.620e+3     No
125  2727.0   2754.6  2786.0 1377.72     1171    4.5   1.33   6.757e+5  2.18  2.357e+3     No
126  2840.0   2864.6  2906.0 1432.73      579    7.7   1.04   3.465e+5  2.22  1.628e+3     No
127  2840.0   2880.4  2906.0 1440.68      147   25.4   1.04   8.835e+4  2.23  1.165e+3     No
128  2895.0   2918.3  2957.0 1459.60      194   19.6   0.94   1.182e+5  2.25  1.179e+3     No
129  2895.0   2930.9  2957.0 1465.93      471    8.8   0.94   2.881e+5  2.25  1.460e+3     No
130  2963.0   2989.7  3027.0 1495.34     1808    3.2   0.84   1.128e+6  2.28  2.802e+3     No
131  2963.0   3000.9  3027.0 1500.94     2769    2.4   0.84   1.734e+6  2.28  3.767e+3     No
132  3016.0   3041.9  3093.0 1521.43      240   15.9   0.88   1.523e+5  2.30  1.203e+3     No
133  3016.0   3053.1  3093.0 1527.06     1179    4.3   0.88   7.506e+5  2.31  2.137e+3     No
134  3016.0   3067.4  3093.0 1534.18      903    5.2   0.88   5.771e+5  2.31  1.854e+3     No
135  3092.0   3115.6  3140.0 1558.29      128   27.9   1.34   8.337e+4  2.33  1.039e+3     No
136  3117.0   3146.6  3162.0 1573.80      121   30.7   2.67   7.960e+4  2.35  1.049e+3     No
137  3148.0   3169.1  3190.0 1585.04     1082    4.7   3.45   7.140e+5  2.36  2.157e+3     No
138  3179.0   3192.3  3234.0 1596.67      690    7.1   1.58   4.585e+5  2.37  1.723e+3    Yes
139  3179.0   3208.2  3234.0 1604.62     1955    3.0   1.58   1.305e+6  2.37  2.954e+3     No
140  3218.0   3241.3  3264.0 1621.16      135   27.2   1.30   9.125e+4  2.39  1.063e+3     No
141  3249.0   3272.8  3297.0 1636.91      188   19.8   1.08   1.281e+5  2.40  1.106e+3     No
142  3304.0   3306.9  3355.0 1653.98      238   19.2   1.08   1.634e+5  2.42  1.136e+3     No
143  3304.0   3328.6  3355.0 1664.85      375   10.8   1.08   2.592e+5  2.43  1.277e+3     No
144  3331.0   3355.4  3381.0 1678.28      137   25.7   1.67   9.562e+4  2.44  1.001e+3     No
145  3381.0   3397.2  3424.0 1699.15      192   18.6   1.58   1.354e+5  2.46  9.810e+2     No
146  3419.0   3440.1  3468.0 1720.64      541    7.5   1.37   3.858e+5  2.48  1.320e+3     No
147  3509.0   3539.4  3563.0 1770.31      494    7.8   2.11   3.622e+5  2.52  1.215e+3     No
148  3541.0   3563.9  3590.0 1782.54      303   11.6   1.95   2.235e+5  2.53  9.750e+2     No
149  3617.0   3647.2  3678.0 1824.24      222   14.0   1.13   1.671e+5  2.56  8.030e+2     No
150  3724.0   3754.0  3806.0 1877.63      172   17.1   0.94   1.337e+5  2.61  7.230e+2     No
151  3724.0   3775.0  3806.0 1888.12      438    7.8   0.94   3.419e+5  2.62  9.800e+2     No
152  3783.0   3819.9  3840.0 1910.59     4370    1.7   1.19   3.447e+6  2.64  4.898e+3     No
153  3825.0   3842.9  3882.0 1922.12      208   15.0   1.67   1.646e+5  2.65  7.250e+2     No
154  3825.0   3858.1  3882.0 1929.72      121   23.4   1.67   9.630e+4  2.65  6.280e+2     No
155  3863.0   3883.4  3910.0 1942.38      102   27.2   1.19   8.179e+4  2.66  5.820e+2     No
156  3966.0   3996.8  4031.0 1999.07      245   10.9   1.11   2.018e+5  2.71  5.810e+2     No
157  4005.0   4036.9  4067.0 2019.15      529    6.1   1.09   4.395e+5  2.73  8.620e+2     No
158  4052.0   4081.9  4095.0 2041.63      364    9.0   2.28   3.055e+5  2.75  7.600e+2     No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            1.3270E+08    1.3200E+08    1.4700E+13       0.45        u      

   477.30      1.3270E+08          100.00     0.45   100.00
  2      CO          60            2.2080E+05    2.2070E+05    8.8290E+11      12.66        u      

  1173.03      2.2080E+05          100.00    12.66   100.00
  3      RU         106            6.8550E+06    6.8500E+06    5.3060E+12       3.94        u      

   621.82      6.8550E+06          100.00     3.94   100.00
  4      SN         113            1.3580E+05    1.3550E+05    3.2480E+10      28.39        u      

   392.25      1.3580E+05          100.00    28.39   100.00
  5      TE         132            2.0950E+05    1.9150E+05    1.3950E+09      13.95        u      

   228.72      2.0950E+05          100.00    13.95   100.00
  6      I         131            5.2480E+05    5.0630E+05    8.7660E+09       6.89        u      

   364.28      5.2480E+05          100.00     6.89   100.00
  7      LA         140            5.4520E+05    4.5900E+05    1.9010E+09       6.31        u      

   432.62      4.8370E+07            1.13     2.34   100.00
   487.12      3.2130E+05          169.69    20.08    99.00
  1596.67      5.7230E+05           95.27     7.11   100.00
  8      AU         198            4.0770E+05    3.6620E+05    2.2820E+09       7.16        u      

   411.52      4.0770E+05          100.00     7.16   100.00
  9      TL         200            3.8890E+05    2.9820E+05    8.7820E+08       9.86        u      

   367.97      2.3560E+05          165.06    16.36   100.00
   828.83      1.5220E+07            2.55     2.49   100.00
  10      PA         231            1.3520E+08    1.3520E+08    7.2210E+22       0.83        u      

   300.08      2.1970E+08           61.56     0.78   100.00
   302.45      1.0720E+08          126.11     1.89   100.00
   329.62      3.1510E+07          429.20     6.90   100.00


Page:4                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:17:59
==============================================================================================================
SN:290_003.18 Shot: 1139 Jug: 057 Mass: 190 Ctr:  76 ROT: 290.0277 ZT: 289.5990(2018) CT: 290.0154 CL:    15
NCHAN:4096   Live:    15.0   True:    17.7   Delta: 0.4225   Rate:755934   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  4  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-17 00:42:02.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: gamanal  Peaks: 203  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-17 00:42:08.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak  Start Centroid     End  Energy  NetArea  Error   Qfit Gammas/Min  FWHM  Integral Identified
  1   112.0    116.8   122.0   58.28    15029   11.4  22.51   4.823e+6  0.76  1.496e+5    Yes
  2   148.0    150.2   152.0   74.94     2536   15.0   1.00   4.312e+5  0.72  6.386e+4    Yes
  3   167.0    169.7   173.0   84.72      625   76.7   1.00   7.801e+4  0.82  9.230e+4     No
  4   173.0    176.0   180.0   87.85    15291    9.8  15.81   1.740e+6  0.82  1.236e+5    Yes
  5   189.0    194.6   198.0   97.15     8469    9.9   1.53   8.941e+5  0.84  1.512e+5    Yes
  6   245.0    247.6   251.0  123.69     1574   35.6   1.00   1.415e+5  0.89  1.267e+5     No
  7   254.0    261.7   268.0  130.73    68694    4.2  23.88   6.190e+6  0.90  3.439e+5    Yes
  8   282.0    284.9   287.0  142.31     1364   38.3   1.00   1.234e+5  0.83  1.103e+5     No
  9   308.0    311.2   318.0  155.47    21196    5.4   3.00   1.924e+6  0.94  2.107e+5     No
 10   351.0    357.4   361.0  178.59     4393   19.2   1.00   4.271e+5  0.98  1.888e+5     No
 11   360.0    364.5   366.0  182.15   145053    2.0  12.12   1.435e+7  0.98  2.610e+5    Yes
 12   364.0    366.1   373.0  182.96     6165    0.8   6.19   6.124e+5  0.98  2.904e+5     No
 13   378.0    380.4   382.0  190.12     4711   10.8   1.00   4.842e+5  1.00  8.006e+4     No
 14   382.0    386.1   390.0  192.96     5048   10.0   1.00   5.256e+5  1.00  1.372e+5     No
 15   410.0    413.2   418.0  206.49    17309    3.6   1.00   1.914e+6  1.02  1.364e+5    Yes
 16   430.0    434.0   437.0  216.91     8235    6.6   1.00   9.512e+5  1.00  1.073e+5    Yes
 17   446.0    447.9   452.0  223.85      757   60.9   1.00   9.000e+4  0.95  8.191e+4     No
 18   453.0    457.5   460.0  228.68     1422   36.7   1.00   1.722e+5  1.05  9.156e+4    Yes
 19   496.0    498.1   500.0  248.98     3648   10.4   1.00   4.762e+5  0.98  5.421e+4    Yes
 20   500.0    503.3   506.0  251.59     2974   12.7   1.00   3.919e+5  0.98  7.336e+4     No
 21   506.0    508.8   513.0  254.33     5876    8.3   1.00   7.817e+5  1.07  8.439e+4    Yes
 22   520.0    522.8   527.0  261.36     5180    9.6   1.00   7.059e+5  1.10  8.248e+4    Yes
 23   527.0    531.2   534.0  265.56    75165    0.9   2.36   1.039e+7  1.11  1.521e+5     No
 24   534.0    536.2   541.0  268.04     4779   11.8   2.47   6.660e+5  1.11  8.186e+4    Yes
 25   547.0    551.8   553.0  275.82     1689   28.8   1.00   2.414e+5  1.12  6.722e+4    Yes
 26   553.0    557.8   563.0  278.83    20399    2.6   1.00   2.944e+6  1.12  1.226e+5    Yes
 27   573.0    580.2   581.0  290.05    10493    5.7   1.00   1.568e+6  1.06  9.266e+4     No
 28   581.0    582.5   585.0  291.17     3300   17.8   1.00   4.949e+5  1.06  5.186e+4     No
 29   585.0    588.5   593.0  294.19     1405   39.7   1.00   2.126e+5  1.06  8.223e+4     No
 30   593.0    600.2   602.0  300.07    38432    1.9   1.00   5.919e+6  1.15  1.273e+5    Yes
 31   602.0    605.0   610.0  302.46    14124    4.3   2.02   2.191e+6  1.15  9.613e+4    Yes
 32   610.0    614.4   618.0  307.15     2462   29.0   3.09   3.872e+5  1.16  7.979e+4     No
 33   655.0    659.1   662.0  329.52     2589   16.6   1.00   4.334e+5  1.19  6.428e+4    Yes
 34   673.0    678.0   681.0  338.99     2705   16.7   1.00   4.643e+5  1.21  6.530e+4    Yes
 35   689.0    693.0   697.0  346.46     9028    4.8   1.00   1.580e+6  1.22  6.268e+4     No
 36   719.0    721.7   724.0  360.83      500   58.7   1.00   9.071e+4  1.23  3.086e+4     No
 37   725.0    728.6   733.0  364.28     2694   14.2   1.00   4.928e+5  1.24  4.629e+4    Yes
 38   733.0    735.9   740.0  367.94      966   34.4   1.00   1.784e+5  1.24  3.912e+4     No
 39   740.0    744.1   750.0  372.02     2574   16.6   1.00   4.797e+5  1.25  5.316e+4     No
 40   757.0    759.6   763.0  379.79     1587   18.7   1.00   3.012e+5  1.14  3.099e+4    Yes
 41   783.0    784.6   787.0  392.31      553   43.2   1.15   1.081e+5  1.15  1.935e+4     No
 42   794.0    796.0   801.0  397.99     1517   20.2   1.41   3.005e+5  1.16  2.977e+4     No
 43   805.0    809.7   813.0  404.85     2598   12.2   1.00   5.228e+5  1.29  3.302e+4    Yes
 44   817.0    822.7   826.0  411.35     2215   17.5   1.83   4.525e+5  1.29  3.496e+4    Yes
 45   835.0    838.7   842.0  419.34     1113   24.8   1.00   2.315e+5  1.31  2.534e+4    Yes
 46   843.0    846.8   851.0  423.39     1239   32.4   2.37   2.600e+5  1.31  2.863e+4     No
 47   859.0    865.2   872.0  432.60     6395    7.3   1.00   1.369e+6  1.32  4.638e+4    Yes
 48   885.0    888.5   892.0  444.24     3121    8.7   1.00   6.853e+5  1.33  2.498e+4    Yes
 49   901.0    906.5   909.0  453.24     1037   27.2   1.00   2.321e+5  1.22  2.598e+4     No
 50   920.0    929.3   933.0  464.66   137366    0.9   6.03   3.146e+7  1.30  1.743e+5     No
 51   929.0    933.2   942.0  466.59     2419   28.1   4.20   5.561e+5  1.30  1.388e+5     No
 52   942.0    944.2   948.0  472.10      505   44.7   1.00   1.175e+5  1.24  1.814e+4     No
 53   947.0    951.2   951.0  475.62     4046   12.7   1.00   9.472e+5  1.32  1.659e+4     No
 54   951.0    954.6   957.0  477.31    61620    1.2   1.00   1.447e+7  1.32  8.228e+4    Yes
 55   957.0    958.6   959.0  479.31     3846   13.9   1.00   9.068e+5  1.32  1.311e+4    Yes
 56   959.0    961.0   965.0  480.54     3107   17.3   1.00   7.344e+5  1.32  2.260e+4     No
 57   965.0    967.4   970.0  483.74     1366   15.7   1.00   3.249e+5  1.25  1.610e+4     No
 58   971.0    974.1   976.0  487.10      628   35.6   1.38   1.505e+5  1.38  1.469e+4    Yes
 59   987.0    991.8   995.0  495.95     1251   21.3   1.03   3.047e+5  1.39  2.209e+4    Yes
 60  1008.0   1009.9  1012.0  504.99      301   64.3   1.00   7.471e+4  1.27  1.337e+4     No
