
Page: 1                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed: Oct 17 2018 17:15:54
==============================================================================================================
SN:289_087.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 289.9118 ZT: 289.5990(2018) CT: 289.8998 CL:    15
NCHAN:4096   Live:    15.0   True:    17.2   Delta: 0.3068   Rate:645773   Gain: 0.50021   Zero: -0.17000
   228.46      2.8690E+05            0.99    15.20     0.00
  10      TE         131       M    4.3970E+05    3.7090E+05    1.1420E+09      24.70        u      

   774.01      4.3970E+05            1.00    24.70     0.00
  11      I         126            2.1210E+06    2.0870E+06    5.7370E+10      42.60        u      

   388.11      7.7520E+05            2.74    17.50    -4.10
   665.90      5.3240E+06            0.40     4.00     3.00
   754.28      4.2430E+06            0.50    17.00     1.20
  12      I         131            1.0300E+06    1.0030E+06    1.7210E+10       4.60        u      

   364.26      1.0300E+06            1.00     4.60     0.00
  13      LA         140            7.0180E+05    6.1830E+05    2.4470E+09      22.00        u      

   487.02      6.3700E+05            1.10    14.70    -0.60
   816.05      8.6940E+05            0.81    16.10     0.50
  1596.91      7.4600E+05            0.94     9.60     0.20
  14      EU         156            8.0650E+06    7.9530E+06    2.5450E+11      24.00        u      

  1154.72      7.0480E+06            1.14    17.50    -0.30
  1277.79      9.7320E+06            0.83    16.20     0.40
  15      TB         160            3.2330E+06    3.2230E+06    4.8550E+11      49.10        u      

   392.28      1.1460E+07            0.28    21.30     0.00
   765.66      4.8840E+06            0.66    21.70     0.00
  1200.27      4.3080E+07            0.08     6.10     3.70
  1271.44      2.0180E+06            1.60    22.80    -1.30
  16      TB         161            8.9400E+06    8.6690E+06    1.2830E+11       9.40        u      

    74.88      8.9400E+06            1.00     9.40     0.00
  17      PB         211            1.3160E+11    2.7270E+07    6.8520E+12       4.00        u      

   404.85      1.3990E+11            1.00     4.00     0.00
  18      PB         212            5.1070E+07    3.1610E+07    4.7030E+10       0.80        u      

   300.05      5.7090E+08            0.09     0.80     0.00
  19      BI         212            5.2530E+05    3.3440E+03    4.5890E+07       0.80        u      

   300.05      5.5500E+10            0.00     0.80     0.00
  20      AC         227            5.8590E+05    5.8580E+05    9.6770E+12       0.80        u      

   300.05      5.6200E+08            0.00     0.80     0.00
  21      AC         228            2.4870E+06    1.0820E+06    1.3190E+09       6.50        u      

   338.91      1.5620E+07            0.16     6.50     0.00
  22      TH         228            5.7150E+06    3.2280E+06    8.2960E+12       6.50        u      

   338.91      1.2030E+07            0.84     6.50     0.00
  23      PA         231            5.8790E+07    1.0660E+07    1.4620E+18       0.80        u      

   300.05      2.7350E+09            0.12     0.80     0.00
  24      PA         233            1.5190E+08    1.5080E+08    8.5230E+12       0.80        u      

   300.05      1.9190E+08            0.79     0.80     0.00
  25      U         234            5.8380E+09    5.8380E+09    1.0870E+21       3.60        u      

   254.25      8.2030E+09            0.71     3.60     0.00
  26      U         237            1.4560E+07    1.4110E+07    2.0420E+11       1.30        u      

    97.11      1.4560E+07            1.00     1.30     0.00
  27      NP         239            3.3520E+04    3.0620E+04    1.6400E+08      15.20        u      

   228.46      2.4230E+06            0.01    15.20     0.00


Page:3                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:15:57
==============================================================================================================
SN:289_087.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 289.9118 ZT: 289.5990(2018) CT: 289.8998 CL:    15
NCHAN:4096   Live:    15.0   True:    17.2   Delta: 0.3068   Rate:645773   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  5  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-16 21:55:02.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: unisampo  Peaks: 170  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-16 21:55:03.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak  Start Centroid     End  Energy  NetArea  Error   Qfit Gammas/Min  FWHM  Integral Identified
  1   104.0    116.8   130.0   58.26    20918    1.1   8.47   6.246e+6  0.75  4.812e+4     No
  2   144.0    150.0   163.0   74.88     1777   10.2   3.63   2.814e+5  0.77  3.025e+4     No
  3   144.0    153.6   163.0   76.65     1757   10.3   3.63   2.622e+5  0.78  3.034e+4     No
  4   160.0    175.9   188.0   87.80    22036    1.1  18.79   2.334e+6  0.79  5.408e+4     No
  5   179.0    194.5   205.0   97.12    18657    1.3   3.23   1.832e+6  0.81  5.345e+4     No
  6   224.0    239.1   247.0  119.43     4730    4.8   4.02   4.012e+5  0.84  4.870e+4     No
  7   240.0    247.6   258.0  123.66     1343   16.7   7.76   1.122e+5  0.85  4.611e+4     No
  8   248.0    261.6   273.0  130.68    97602    0.4  29.64   8.177e+6  0.86  1.441e+5     No
  9   300.0    311.1   322.0  155.44     1787   12.3   0.99   1.509e+5  0.90  4.641e+4     No
 10   349.0    357.5   363.0  178.64     6084    4.1   8.53   5.500e+5  0.93  5.153e+4     No
 11   358.0    364.5   379.0  182.15    11434    2.2  15.75   1.052e+6  0.93  5.632e+4     No
 12   398.0    413.1   423.0  206.48    26682    1.0   3.43   2.743e+6  0.97  6.531e+4     No
 13   449.0    457.3   476.0  228.60     1316   14.9   1.78   1.481e+5  1.00  3.441e+4    Yes
 14   485.0    497.9   507.0  248.89     5505    3.6   2.60   6.678e+5  1.02  3.536e+4     No
 15   499.0    508.5   521.0  254.21     6322    3.2   9.38   7.814e+5  1.03  3.589e+4     No
 16   510.0    522.8   528.0  261.36     6563    3.2  11.70   8.315e+5  1.04  3.574e+4     No
 17   524.0    531.2   551.0  265.52   114497    0.3  19.45   1.471e+7  1.04  1.440e+5     No
 18   524.0    535.9   551.0  267.90     3806    5.0  19.45   4.928e+5  1.05  3.282e+4     No
 19   540.0    552.0   572.0  275.95     1149   15.4   2.23   1.528e+5  1.06  2.881e+4     No
 20   540.0    557.7   572.0  278.79    22151    1.1   2.23   2.972e+6  1.06  4.968e+4     No
 21   566.0    580.2   588.0  290.04    11654    1.8  15.78   1.619e+6  1.07  3.976e+4     No
 22   584.0    588.4   597.0  294.16     1567   12.7   5.72   2.204e+5  1.08  2.863e+4     No
 23   590.0    600.2   614.0  300.04    59191    0.5   6.99   8.475e+6  1.09  8.653e+4    Yes
 24   590.0    604.7   614.0  302.32    12908    1.7   6.99   1.861e+6  1.09  4.046e+4    Yes
 25   607.0    614.6   621.0  307.26     2707    7.0   2.01   3.958e+5  1.10  2.925e+4     No
 26   631.0    637.5   656.0  318.73     1009   17.7   1.31   1.524e+5  1.11  2.618e+4    Yes
 27   663.0    678.0   691.0  338.98     3263    5.2   6.16   5.205e+5  1.13  2.593e+4     No
 28   680.0    692.8   714.0  346.41    12480    1.5   1.34   2.030e+6  1.14  3.272e+4     No
 29   715.0    728.5   743.0  364.25     4084    3.7   1.21   6.944e+5  1.17  2.063e+4    Yes
 30   745.0    759.7   767.0  379.82     2779    5.2   1.83   4.903e+5  1.18  1.741e+4     No
 31   762.0    776.2   795.0  388.08     1040   12.3   4.70   1.870e+5  1.19  1.489e+4    Yes
 32   762.0    784.4   795.0  392.21      532   23.9   4.70   9.652e+4  1.20  1.408e+4    Yes
 33   786.0    795.8   808.0  397.88     2202    6.0   5.17   4.052e+5  1.20  1.501e+4     No
 34   799.0    809.6   820.0  404.82     4151    3.3   5.12   7.765e+5  1.21  1.642e+4     No
 35   815.0    820.8   837.0  410.39     1621    8.2   2.82   3.070e+5  1.22  1.319e+4     No
 36   824.0    838.3   863.0  419.15     1256    9.3   3.46   2.428e+5  1.23  1.230e+4     No
 37   824.0    846.0   863.0  422.99     1594    7.3   3.46   3.106e+5  1.23  1.248e+4     No
 38   849.0    865.2   881.0  432.62     8915    1.6   1.29   1.775e+6  1.24  1.918e+4    Yes
 39   870.0    888.5   904.0  444.27     5004    2.6   2.38   1.021e+6  1.26  1.478e+4     No
 40   870.0    894.1   904.0  447.09      926   12.1   2.38   1.900e+5  1.26  1.056e+4     No
 41   896.0    906.7   919.0  453.37     2274    5.1   2.20   4.730e+5  1.27  1.159e+4     No
 42   909.0    920.1   947.0  460.08      907   11.9   1.45   1.912e+5  1.28  1.006e+4    Yes
 43   909.0    929.2   947.0  464.64    12523    1.2   1.45   2.666e+6  1.28  2.169e+4     No
 44   932.0    954.5   989.0  477.28    92000    0.4  33.11   2.009e+7  1.30  9.200e+4    Yes
 45   932.0    960.8   989.0  480.42     3909    3.0  33.11   8.588e+5  1.30  3.909e+3     No
 46   932.0    967.1   989.0  483.60     2602    4.4  33.11   5.751e+5  1.30  2.602e+3     No
 47   932.0    973.8   989.0  486.94      931   11.4  33.11   2.071e+5  1.31  9.310e+2    Yes
 48   975.0    991.3  1004.0  495.68     1573    6.9   4.88   3.559e+5  1.32  1.034e+4     No
 49   995.0   1021.7  1034.0  510.90   403713    0.2  85.21   9.396e+7  2.69  4.283e+5     No
 50  1030.0   1036.1  1045.0  518.11    18147    1.1  22.10   4.279e+6  1.34  2.848e+4     No
 51  1039.0   1047.5  1065.0  523.83     6070    2.2   3.65   1.446e+6  1.35  1.361e+4     No
 52  1039.0   1054.6  1065.0  527.35      330   28.6   3.65   7.913e+4  1.35  7.326e+3     No
 53  1056.0   1070.3  1079.0  535.19      346   26.2   2.43   8.403e+4  1.36  6.642e+3     No
 54  1071.0   1082.2  1091.0  541.18     6921    1.8   3.40   1.700e+6  1.37  1.313e+4     No
 55  1085.0   1092.4  1110.0  546.27      804   11.7   1.74   1.992e+5  1.37  6.838e+3     No
 56  1097.0   1114.1  1129.0  557.11     1009    8.8   3.67   2.548e+5  1.38  6.906e+3     No
 57  1097.0   1119.9  1129.0  560.04      626   14.7   3.67   1.588e+5  1.39  6.614e+3     No
 58  1121.0   1130.6  1141.0  565.37     2196    4.7   3.84   5.621e+5  1.39  8.151e+3     No
 59  1121.0   1134.2  1141.0  567.20     3768    3.0   3.84   9.674e+5  1.39  9.727e+3     No
 60  1137.0   1144.5  1183.0  572.35    13263    1.1   2.56   3.434e+6  1.40  1.326e+4     No
 61  1137.0   1154.3  1183.0  577.21     6362    1.9   2.56   1.661e+6  1.40  6.362e+3     No
 62  1137.0   1162.1  1183.0  581.12     1063    8.0   2.56   2.791e+5  1.41  1.063e+3     No
 63  1137.0   1169.6  1183.0  584.88      837   10.1   2.56   2.211e+5  1.41  8.370e+2     No
 64  1175.0   1192.0  1203.0  596.10     2096    4.4   4.79   5.638e+5  1.43  7.141e+3     No
 65  1196.0   1209.3  1234.0  604.72     5529    2.1  10.07   1.508e+6  1.43  1.053e+4    Yes
 66  1196.0   1213.7  1234.0  606.93    24030    0.8  10.07   6.575e+6  1.44  2.910e+4     No
 67  1196.0   1223.7  1234.0  611.93     4068    2.7  10.07   1.122e+6  1.44  9.310e+3     No
 68  1226.0   1236.0  1260.0  618.11     7673    1.6   3.10   2.136e+6  1.45  1.246e+4     No
 69  1226.0   1243.3  1260.0  621.76     3281    2.9   3.10   9.184e+5  1.45  7.870e+3    Yes
 70  1246.0   1265.8  1280.0  632.98     4222    2.3   3.30   1.202e+6  1.46  8.465e+3     No
 71  1281.0   1289.2  1306.0  644.72     3303    2.9   1.84   9.565e+5  1.48  7.085e+3     No
 72  1292.0   1307.4  1316.0  653.82      810    9.4   1.74   2.377e+5  1.49  4.463e+3     No
 73  1312.0   1326.2  1352.0  663.19      995    7.5   3.73   2.959e+5  1.50  4.661e+3     No
 74  1312.0   1331.7  1352.0  665.96     3437    2.6   3.73   1.026e+6  1.50  7.093e+3    Yes
 75  1345.0   1355.9  1367.0  678.05     1038    7.3   3.28   3.148e+5  1.51  4.630e+3     No
 76  1359.0   1368.5  1394.0  684.39      928    8.2   4.02   2.840e+5  1.52  4.393e+3     No
 77  1359.0   1379.0  1394.0  689.61     6672    1.6   4.02   2.056e+6  1.52  1.005e+4     No
 78  1385.0   1394.7  1403.0  697.45      281   24.6   2.80   8.749e+4  1.53  3.547e+3     No
 79  1406.0   1414.7  1435.0  707.49      708   10.0   2.49   2.232e+5  1.54  3.643e+3     No
 80  1406.0   1422.9  1435.0  711.59      763    8.9   2.49   2.418e+5  1.55  3.718e+3     No
 81  1491.0   1494.9  1528.0  747.60      206   34.0   1.42   6.828e+4  1.58  2.904e+3     No
 82  1491.0   1508.2  1528.0  754.24      500   12.4   1.42   1.673e+5  1.59  3.156e+3    Yes
 83  1527.0   1530.9  1555.0  765.61      302   23.3   1.58   1.025e+5  1.60  2.816e+3    Yes
 84  1527.0   1547.6  1555.0  773.94      385   16.4   1.58   1.320e+5  1.61  2.890e+3     No
 85  1558.0   1568.5  1592.0  784.40    21359    0.8  22.43   7.403e+6  1.62  2.416e+4     No
 86  1602.0   1621.5  1654.0  810.95      426   13.1   3.48   1.522e+5  1.65  2.722e+3     No
 87  1602.0   1631.6  1654.0  815.98      345   16.1   3.48   1.240e+5  1.65  2.628e+3    Yes
 88  1602.0   1638.9  1654.0  819.64     1029    6.2   3.48   3.711e+5  1.65  3.302e+3     No
 89  1640.0   1657.3  1682.0  828.82     5385    1.7   5.75   1.962e+6  1.66  7.661e+3     No
 90  1640.0   1669.5  1682.0  834.92      487   12.1   5.75   1.786e+5  1.67  2.732e+3     No
 91  1674.0   1682.6  1712.0  841.49      340   17.8   2.03   1.255e+5  1.68  2.534e+3     No
 92  1674.0   1692.0  1712.0  846.21     1670    4.0   2.03   6.204e+5  1.68  3.811e+3     No
 93  1694.0   1717.2  1752.0  858.80     1158    5.3   3.40   4.360e+5  1.69  1.158e+3     No
 94  1694.0   1724.4  1752.0  862.42      970    6.2   3.40   3.665e+5  1.70  9.700e+2     No
 95  1694.0   1734.6  1752.0  867.51      563   10.3   3.40   2.141e+5  1.70  5.630e+2    Yes
 96  1694.0   1742.9  1752.0  871.63     2555    3.1   3.40   9.749e+5  1.70  2.555e+3     No
 97  1762.0   1774.6  1794.0  887.50      317   16.4   2.10   1.228e+5  1.72  2.148e+3     No
 98  1780.0   1799.6  1831.0  900.00      488   10.7   1.86   1.918e+5  1.73  2.307e+3     No
 99  1780.0   1811.9  1831.0  906.17     1689    3.9   1.86   6.680e+5  1.74  3.556e+3     No
100  1865.0   1887.3  1899.0  943.89      661    8.4   1.62   2.719e+5  1.77  2.436e+3     No
101  1889.0   1901.8  1923.0  951.17     1474    4.3   2.03   6.106e+5  1.78  3.197e+3     No
102  1924.0   1944.7  1965.0  972.59      985    5.9   1.55   4.166e+5  1.80  2.816e+3     No
103  1946.0   1967.7  1994.0  984.08      964    5.9   3.06   4.125e+5  1.81  2.706e+3     No
104  1946.0   1980.3  1994.0  990.40     3256    2.4   3.06   1.401e+6  1.82  4.933e+3     No
105  1984.0   1995.2  2031.0  997.89      227   22.1   2.13   9.844e+4  1.83  1.847e+3     No
106  1984.0   2008.8  2031.0 1004.65      305   15.9   2.13   1.329e+5  1.83  1.903e+3     No
107  2011.0   2018.4  2061.0 1009.49      156   32.4   1.59   6.855e+4  1.84  1.696e+3     No
108  2011.0   2032.6  2061.0 1016.55      623    8.2   1.59   2.749e+5  1.84  2.152e+3     No
109  2011.0   2044.2  2061.0 1022.37      473   10.4   1.59   2.100e+5  1.85  1.993e+3     No
110  2047.0   2063.8  2084.0 1032.15      527    9.4   1.31   2.357e+5  1.86  2.005e+3     No
111  2102.0   2123.3  2144.0 1061.92      275   16.2   1.44   1.264e+5  1.89  1.684e+3     No
112  2161.0   2170.5  2200.0 1085.54      372   13.7   3.40   1.745e+5  1.91  1.762e+3     No
113  2161.0   2183.5  2200.0 1092.03     1052    5.2   3.40   4.966e+5  1.92  2.502e+3     No
114  2186.0   2200.3  2216.0 1100.45      470   10.4   3.96   2.235e+5  1.92  1.842e+3     No
115  2234.0   2258.9  2282.0 1129.75      592    7.8   1.65   2.888e+5  1.95  1.868e+3     No
116  2293.0   2309.4  2335.0 1155.01      487    9.7   3.12   2.425e+5  1.97  1.877e+3     No
117  2327.0   2344.4  2363.0 1172.54      650    7.5   2.02   3.285e+5  1.99  1.940e+3     No
118  2349.0   2367.4  2442.0 1184.02     1552    3.8   1.70   7.899e+5  2.00  4.226e+3     No
119  2349.0   2380.8  2442.0 1190.72      339   13.0   1.70   1.733e+5  2.01  3.029e+3     No
120  2349.0   2392.4  2442.0 1196.52      409   11.0   1.70   2.100e+5  2.01  3.113e+3     No
121  2349.0   2399.7  2442.0 1200.21     1634    3.6   1.70   8.409e+5  2.01  4.347e+3     No
122  2349.0   2414.2  2442.0 1207.43      476    9.9   1.70   2.461e+5  2.02  3.206e+3     No
123  2349.0   2426.2  2442.0 1213.44      975    5.5   1.70   5.060e+5  2.03  3.719e+3     No
124  2429.0   2442.3  2454.0 1221.52      399   12.1   1.87   2.081e+5  2.03  1.665e+3     No
125  2444.0   2467.2  2489.0 1233.96      463    9.9   2.04   2.434e+5  2.05  1.766e+3     No
126  2490.0   2502.8  2573.0 1251.77      298   15.5   1.94   1.584e+5  2.06  2.980e+2     No
127  2490.0   2516.6  2573.0 1258.69      707    7.0   1.94   3.778e+5  2.07  7.070e+2     No
128  2490.0   2531.4  2573.0 1266.08      228   18.3   1.94   1.221e+5  2.07  2.280e+2     No
129  2490.0   2541.7  2573.0 1271.22      207   20.1   1.94   1.116e+5  2.08  2.070e+2     No
130  2490.0   2554.7  2573.0 1277.74      406   11.1   1.94   2.193e+5  2.09  4.060e+2     No
131  2563.0   2575.0  2612.0 1287.89      673    7.5   1.36   3.661e+5  2.09  1.826e+3     No
132  2563.0   2588.6  2612.0 1294.67      213   19.0   1.36   1.162e+5  2.10  1.338e+3     No
133  2643.0   2666.3  2690.0 1333.56      164   22.6   1.20   9.161e+4  2.14  1.127e+3     No
134  2673.0   2696.8  2722.0 1348.82      228   16.3   1.30   1.290e+5  2.15  1.167e+3     No
135  2701.0   2724.9  2748.0 1362.89      512    8.1   0.86   2.924e+5  2.16  1.431e+3     No
136  2729.0   2754.3  2786.0 1377.56     1483    3.5   1.78   8.556e+5  2.18  2.369e+3     No
137  2785.0   2809.8  2836.0 1405.35      211   16.5   1.13   1.239e+5  2.20  1.014e+3     No
138  2836.0   2864.6  2893.0 1432.73      925    4.8   0.82   5.543e+5  2.22  1.691e+3     No
139  2905.0   2931.0  2969.0 1465.96      641    6.2   1.18   3.927e+5  2.25  1.335e+3     No
140  2905.0   2944.9  2969.0 1472.89      169   19.1   1.18   1.041e+5  2.26  8.590e+2     No
141  2968.0   2989.8  3027.0 1495.38     2575    2.4   1.49   1.607e+6  2.28  3.239e+3     No
142  2968.0   3001.0  3027.0 1500.99     4004    1.8   1.49   2.507e+6  2.28  4.667e+3     No
143  3017.0   3042.2  3065.0 1521.57      387    9.2   1.18   2.458e+5  2.30  9.860e+2     No
144  3017.0   3053.2  3065.0 1527.10     1891    3.0   1.18   1.204e+6  2.31  2.489e+3     No
145  3122.0   3147.5  3166.0 1574.27      188   16.8   1.51   1.235e+5  2.35  7.770e+2     No
146  3148.0   3169.4  3183.0 1585.21     1547    3.3   2.61   1.021e+6  2.36  2.118e+3     No
147  3179.0   3192.2  3239.0 1596.61      928    4.8   1.41   6.167e+5  2.37  1.490e+3    Yes
148  3179.0   3208.8  3239.0 1604.92      127   23.1   1.41   8.453e+4  2.38  6.650e+2     No
149  3179.0   3216.9  3239.0 1608.99      127   22.6   1.41   8.515e+4  2.38  6.540e+2     No
150  3245.0   3274.3  3291.0 1637.67      278   11.2   1.15   1.891e+5  2.40  7.580e+2     No
151  3276.0   3293.7  3355.0 1647.40       54   52.6   1.56   3.662e+4  2.41  5.400e+1     No
152  3276.0   3307.0  3355.0 1654.03      289   10.7   1.56   1.986e+5  2.42  2.890e+2     No
153  3276.0   3318.2  3355.0 1659.67      159   17.7   1.56   1.096e+5  2.42  1.590e+2     No
154  3276.0   3329.1  3355.0 1665.11      459    7.4   1.56   3.173e+5  2.43  4.590e+2     No
155  3332.0   3356.4  3382.0 1678.73      173   16.0   1.25   1.209e+5  2.44  6.160e+2     No
156  3370.0   3396.2  3435.0 1698.67      158   17.0   0.87   1.113e+5  2.46  5.880e+2     No
157  3370.0   3409.3  3435.0 1705.19       87   28.9   0.87   6.173e+4  2.46  5.070e+2     No
158  3411.0   3440.5  3490.0 1720.82      923    4.3   1.02   6.588e+5  2.48  1.309e+3     No
159  3411.0   3453.5  3490.0 1727.31      168   15.1   1.02   1.202e+5  2.48  5.380e+2     No
160  3411.0   3463.3  3490.0 1732.21       96   25.0   1.02   6.902e+4  2.48  4.540e+2     No
161  3506.0   3539.2  3561.0 1770.18      814    4.6   1.15   5.965e+5  2.52  1.184e+3     No
162  3542.0   3564.4  3591.0 1782.79      494    6.6   1.41   3.650e+5  2.53  8.410e+2     No
163  3647.0   3674.9  3704.0 1838.06       71   29.7   2.26   5.419e+4  2.58  3.610e+2     No
164  3676.0   3704.8  3733.0 1853.02      323    8.4   1.26   2.475e+5  2.59  5.970e+2     No
165  3743.0   3752.1  3811.0 1876.68      134   17.1   1.08   1.042e+5  2.61  3.700e+2     No
166  3743.0   3775.2  3811.0 1888.22      621    5.1   1.08   4.844e+5  2.62  8.520e+2     No
167  3792.0   3820.2  3849.0 1910.76      381    7.2   0.88   3.008e+5  2.64  5.900e+2     No
168  3835.0   3862.8  3915.0 1932.03      177   12.7   0.86   1.415e+5  2.66  3.520e+2     No
169  3835.0   3883.3  3915.0 1942.29      209    9.8   0.86   1.671e+5  2.66  3.760e+2     No
170  4006.0   4036.7  4068.0 2019.04      731    4.3   0.73   6.080e+5  2.73  8.620e+2     No

Line   Nuclide   Isotope   Meta      DPM@ZT       DPM@CT        Atoms@ZT       Error      Accept  Comment
   Energy      DPM@ZT             Fraction   Error   StdDev

  1      BE           7            1.9410E+08    1.9330E+08    2.1490E+13       0.36        u      

   477.28      1.9410E+08          100.00     0.36   100.00
  2      NB          95            1.0330E+05    1.0270E+05    7.5060E+09      23.34        u      

   765.61      1.0330E+05          100.00    23.34   100.00
  3      RU         106            9.2540E+06    9.2490E+06    7.1620E+12       2.93        u      

   621.76      9.2540E+06          100.00     2.93   100.00
  4      RH         105            9.2680E+05    8.0450E+05    2.8360E+09      17.71        u      

   318.73      9.2680E+05          100.00    17.71   100.00
  5      SN         113            1.5110E+05    1.5080E+05    3.6130E+10      23.85        u      

   392.21      1.5110E+05          100.00    23.85   100.00
  6      TE         129            2.2480E+06    2.2340E+06    1.5690E+11      13.12        u      

   460.08      2.4990E+06           89.93    11.94   100.00
   486.94      1.4670E+07           15.32    11.36   100.00
  7      TE         132            1.7940E+05    1.6810E+05    1.1940E+09      14.86        u      

   228.60      1.7940E+05          100.00    14.86    99.00
  8      I         126            1.6490E+06    1.6230E+06    4.4600E+10       3.18        u      

   388.08      5.5750E+05          295.76    12.32   100.00
   665.96      3.1510E+06           52.33     2.61   100.00
   754.24      4.0880E+06           40.33    12.37   100.00
  9      I         131            8.7810E+05    8.5560E+05    1.4670E+10       3.71        u      

   364.25      8.7810E+05          100.00     3.71   100.00
  10      CS         134            1.5450E+06    1.5450E+06    2.4170E+12       2.13        u      

   604.72      1.5450E+06          100.00     2.13   100.00
  11      LA         140            7.0750E+05    6.2480E+05    2.4660E+09       4.08        u      

   432.62      6.7380E+07            1.05     1.65   100.00
   486.94      5.1210E+05          138.17    11.36   100.00
   815.98      5.9640E+05          118.62    16.10   100.00
   867.51      4.3480E+06           16.27    10.30   100.00
  1596.61      7.3380E+05           96.42     4.83   100.00
  12      PA         231            2.2830E+08    2.2830E+08    1.2190E+23       0.57        u      

   300.04      3.5610E+08           64.11     0.53   100.00
   302.32      1.0880E+08          209.83     1.67   100.00


Page:4                 anlresprint.php, Ver 1.4, 25FEB2011                 Printed:Oct 17 2018 17:15:57
==============================================================================================================
SN:289_087.18 Shot: 1139 Jug: 057 Mass: 278 Ctr:  76 ROT: 289.9118 ZT: 289.5990(2018) CT: 289.8998 CL:    15
NCHAN:4096   Live:    15.0   True:    17.2   Delta: 0.3068   Rate:645773   Gain: 0.50021   Zero: -0.17000
Type:  3  User: 76  Gain:  0  Pos:  5  Shelf: 18   LP Prog/Yr/Seq:0/0/0  Timestamp: 2018-10-16 21:55:02.0
Count acc/rej: default    QAStatus: pending    QA'd by: 00    QA Time:     QA Comm:  
--------------------------------------------------------------------------------------------------------------

==============================================================================================================
Analysis Results:

Analysis Code: gamanal  Peaks: 203  Overall QA:    0.00  Library: 9  CD: 71  Timestamp:2018-10-16 21:55:07.0 
Analysis ZT: 289.5990      AnalysisZY: 2018     Original: Yes     Comment: 

Peak  Start Centroid     End  Energy  NetArea  Error   Qfit Gammas/Min  FWHM  Integral Identified
  1   112.0    116.7   122.0   58.22    22169    5.1   9.82   7.059e+6  0.76  1.399e+5    Yes
  2   141.0    145.6   148.0   72.68     1123   41.9   1.00   2.042e+5  0.79  8.646e+4     No
  3   148.0    150.0   152.0   74.88     2167   16.2   1.00   3.653e+5  0.80  5.576e+4    Yes
  4   152.0    153.6   156.0   76.65     1997   18.1   1.00   3.174e+5  0.73  5.548e+4     No
  5   172.0    175.7   177.0   87.73    21224    5.2   3.80   2.398e+6  0.82  9.538e+4     No
  6   175.0    177.1   181.0   88.42     4348   18.4   1.86   4.856e+5  0.82  1.073e+5     No
  7   188.0    194.5   200.0   97.11    19862    5.2   3.37   2.076e+6  0.84  1.834e+5    Yes
  8   230.0    239.1   243.0  119.42     5437   22.2   1.78   4.911e+5  0.88  2.197e+5     No
  9   245.0    247.6   252.0  123.65     1783   32.5   1.00   1.587e+5  0.89  1.248e+5     No
 10   257.0    261.6   262.0  130.67    99349    3.0  12.33   8.861e+6  0.90  1.853e+5     No
 11   261.0    262.9   269.0  131.35     4506   41.8   5.74   4.020e+5  0.90  2.360e+5     No
 12   309.0    311.1   313.0  155.43     1839   23.1   1.00   1.653e+5  0.90  7.498e+4     No
 13   353.0    357.4   359.0  178.58     7453    8.3   1.82   7.171e+5  0.98  1.068e+5     No
 14   359.0    364.5   367.0  182.13    13182    4.4   1.00   1.291e+6  0.98  1.385e+5     No
 15   408.0    413.1   421.0  206.46    28221    3.6   1.00   3.088e+6  1.02  1.911e+5    Yes
 16   421.0    423.2   426.0  211.54     1104   41.7   1.00   1.235e+5  1.03  6.832e+4     No
 17   431.0    433.1   437.0  216.46      854   56.1   1.00   9.752e+4  1.04  7.659e+4     No
 18   441.0    442.6   446.0  221.21      822   53.9   1.00   9.567e+4  0.95  6.248e+4     No
 19   446.0    448.4   451.0  224.11      890   51.8   1.00   1.048e+5  0.95  6.135e+4     No
 20   453.0    457.1   459.0  228.46     1276   33.5   1.00   1.528e+5  1.05  7.037e+4    Yes
 21   495.0    497.9   501.0  248.88     5768    7.2   1.00   7.450e+5  1.09  6.578e+4    Yes
 22   506.0    508.6   514.0  254.25     6718    7.2   1.00   8.842e+5  1.05  8.166e+4     No
 23   520.0    522.9   527.0  261.39     7504    5.9   1.00   1.012e+6  1.10  7.243e+4     No
 24   526.0    531.2   534.0  265.52   118708    0.9   3.69   1.624e+7  1.10  1.903e+5     No
 25   534.0    535.9   541.0  267.90     4760   18.9   4.73   6.562e+5  1.10  6.920e+4    Yes
 26   554.0    557.7   561.0  278.79    22009    2.3   1.13   3.143e+6  1.08  8.369e+4    Yes
 27   575.0    580.1   581.0  290.01    11909    4.5   1.00   1.761e+6  1.14  6.415e+4     No
 28   581.0    582.4   585.0  291.15     3899   13.5   1.00   5.788e+5  1.14  4.423e+4     No
 29   585.0    588.4   593.0  294.13     2046   23.2   1.00   3.065e+5  1.14  6.742e+4    Yes
